place_id,restaurant_name,address,latitude,longitude,restaurant_rating,user_rating_count,area,competitor_count_500m,nearest_competitor_distance,avg_competitor_rating_500m,avg_competitor_reviews_500m,distance_to_bus_stop,distance_to_school,distance_to_office,restaurant_type,price_level,review_count,avg_sentiment_score,positive_review_ratio,negative_review_ratio,avg_review_length,avg_subjectivity
ChIJYW1_5lcb6zkReAo2PqzJjxY,Timmure kamalbinayak,"Jagati-KamalBinayak Rd, Bhaktapur 44600, Nepal",27.6768151,85.4368339,4.4,244.0,Bhaktapur Durbar Square,10,37.02967017838468,4.4,134.3,54.342661335898974,257.92383229350844,410.9813280521999,barbecue_restaurant,,5.0,0.93428,1.0,0.0,53.6,0.6375357142857142
ChIJEzE6_cAb6zkR1eFJ1T6DCU0,Hotel Empire & Rooftop Restaurant,"Taumadhi Square, Nyatapola 44800, Nepal",27.6716687,85.4293462,4.0,122.0,Bhaktapur Durbar Square,34,13.21083291451436,4.266666666666666,840.6666666666666,524.0561340848888,203.99495005021367,266.9303535449632,hotel,,5.0,0.59362,0.8,0.2,56.0,0.6108919413919415
ChIJf6d74u4b6zkRDF_IhSrK-J0,KV Lounge & Jagati Chhoila Pasal,"Kamalbinayak, Bhaktapur 44800, Nepal",27.6765449,85.43771199999999,3.9,138.0,Bhaktapur Durbar Square,9,91.6565916473996,4.433333333333334,144.33333333333334,53.13247236373893,207.93855764281813,341.40147309333173,restaurant,,5.0,0.4282,0.6,0.2,79.0,0.6211095959595959
ChIJCbHdVwAb6zkR5FrBiRTCbUI,Restaurant Tusa,"Nagpokhari, Bhaktapur 44800, Nepal",27.6736992,85.4334327,4.6,150.0,Bhaktapur Durbar Square,25,119.87275941819316,4.241666666666666,139.54166666666666,270.4773563964528,382.3740842941581,80.99206048649306,restaurant,,5.0,0.78036,0.8,0.0,146.6,0.5267681116722784
ChIJxZP-06gb6zkRSOFcbLceNrk,Community at The Nanee,"Itachhen 2, भक्तपुर 44800, Nepal",27.6727094,85.42583789999999,4.7,78.0,Bhaktapur Durbar Square,36,12.947252886428924,4.208333333333332,822.1111111111111,273.9509373902916,146.28312955302084,90.8259688526722,restaurant,,5.0,0.9261,1.0,0.0,63.8,0.6126427738927739
ChIJ-0XTZKMa6zkR6NQX_8UNDD4,Tryst Fast Food Restaurant,"MCCC+JM3, Nagarkot Road, Bhaktapur 44800, Nepal",27.6715225,85.4216812,3.6,179.0,Bhaktapur Durbar Square,7,42.75737088685947,4.428571428571429,305.57142857142856,115.81354417189895,267.03603736804234,218.2814001746334,restaurant,PRICE_LEVEL_MODERATE,5.0,0.90636,1.0,0.0,100.6,0.5854803675856307
ChIJTxenZwAb6zkRQ4IdLOfpewU,Muglan Hotel & Thakali Restaurant,"MCFH+4HM Durbar Square, भक्तपुर 44800, Nepal",27.6730394,85.4289139,4.0,224.0,Bhaktapur Durbar Square,35,42.59018484820624,4.273529411764706,847.1470588235294,421.0873743414774,55.47715262748402,197.26474373416568,hotel,,5.0,0.22182,0.6,0.4,42.6,0.7318055555555556
ChIJuYI2P_cb6zkRVhcUl4zMQF0,Alphabet Pizzeria,"Bhaktapur 44800, Nepal",27.6723106,85.42414,4.5,1163.0,Bhaktapur Durbar Square,18,68.1453810361612,4.277777777777778,1466.8333333333333,100.96653534719267,176.64087143023363,100.79813908183196,restaurant,PRICE_LEVEL_MODERATE,5.0,0.98038,1.0,0.0,70.6,0.6161708569208569
ChIJSUsat04b6zkRu56a-RweF6c,Dugansali Newa Suli Pvt. Ltd,"Bhaktapur 44800, Nepal",27.6730235,85.4310544,4.8,152.0,Bhaktapur Durbar Square,36,88.53753832054066,4.234285714285714,807.8857142857142,325.0978291910428,196.63086564574945,208.55028274302063,restaurant,,5.0,0.6695800000000001,0.8,0.0,20.8,0.6058333333333333
ChIJa05kQAAb6zkRr-dGn28pHmA,Food Bowl Restro,"Garud Kundal Road, Bhaktapur 44800, Nepal",27.6771492,85.436841,4.6,83.0,Bhaktapur Durbar Square,9,17.92042681252018,4.355555555555556,150.44444444444446,45.6361838553344,257.143944937129,396.6745594303506,restaurant,,5.0,0.95372,1.0,0.0,57.0,0.7068054829009375
ChIJLUDTLNkb6zkRXbpPlp2hYUE,ChiyaBhatti Cafe,"Taumadhi (Ta:mari, MCCH+8MM, टौमदि सडक, भक्तपुर 44800, Nepal",27.6707752,85.4291147,3.8,128.0,Bhaktapur Durbar Square,33,26.04267524000397,4.262499999999999,862.0625,601.2364693655306,279.52245814828706,167.61927410682247,pub,,5.0,0.6237,0.8,0.2,32.0,0.5377693121693121
ChIJNWNJ7Joa6zkRSavBJME-tgk,Universal Tandoori Cafe,"Tinkune, Sallahghari, Araniko Highway, Bhaktapur 44800, Nepal",27.6713044,85.4082338,3.5,183.0,Bhaktapur Durbar Square,0,560.4904088524243,0.0,0.0,294.0207835908007,208.06267779268416,115.07023257891342,family_restaurant,,5.0,0.594,0.8,0.2,42.0,0.5956746031746032
ChIJ4Rmjn8Eb6zkRB_ltBQDlPXU,Old Town Food: Best Late-Night Food in Bhaktapur,"2 Sallaghari- Duwakot Rd, Changunarayan 44800, Nepal",27.6776181,85.4075666,3.9,402.0,Bhaktapur Durbar Square,1,434.56872803483947,,,307.40131268674685,338.64275401185967,92.39103376430634,family_restaurant,,5.0,0.5635600000000001,0.8,0.2,54.6,0.5643068783068783
ChIJTbAmN3Qb6zkRkCRN2FsKFHI,The Nanee,"Itachhen 2, भक्तपुर 44800, Nepal",27.6727318,85.42570909999999,4.5,102.0,Bhaktapur Durbar Square,35,12.947252886428924,4.2142857142857135,843.0571428571428,262.5596118192495,158.9773403482452,77.88065310859048,hotel,,5.0,0.96104,1.0,0.0,77.4,0.6277804093567252
ChIJN964JQAb6zkRgK48TlD3NCs,Grill Durbar Bhaktapur,"MCGP+VRC, Bhaktapur 44800, Nepal",27.677231300000003,85.43699749999999,4.8,6.0,Bhaktapur Durbar Square,9,17.92042681252018,4.333333333333333,159.0,62.51878441098568,268.44118163442903,379.1184733519075,restaurant,,2.0,0.92535,1.0,0.0,43.5,0.7789351851851852
ChIJCWFzaAAb6zkRaFioexqEgz4,Newa Lahana Bhaktapur & Hotel,"Bhaktapur 44600, Nepal",27.6722545,85.4308109,4.2,65.0,Bhaktapur Durbar Square,37,88.53753832054066,4.263888888888888,790.0277777777778,413.4731134737045,215.4060438500809,287.695157362906,restaurant,,5.0,0.1409,0.6,0.4,75.2,0.5835250337381916
ChIJG1BA6c8b6zkRO-chBuN3aU0,Sukul,"MCCJ+HHJ, Bhaktapur 44800, Nepal",27.6714524,85.431381,,,Bhaktapur Durbar Square,36,105.18498465443449,4.249999999999999,789.6666666666666,493.4947205321905,317.1779151649239,324.98047798370897,fast_food_restaurant,,0.0,0.0,0.0,0.0,0.0,0.0
ChIJFVpypuMF6zkRpfE_Fz6dLCk,Restaurant,"MFHC+9MH, Bhaktapur 44800, Nepal",27.6784335,85.47172599999999,,,Bhaktapur Durbar Square,0,3322.118022683333,0.0,0.0,,169.44733885347378,,restaurant,,0.0,0.0,0.0,0.0,0.0,0.0
ChIJSdUdyfcb6zkRnUq5A9OdlXg,Cafe JAC Bhaktapur,"Suryabinayak 44800, Nepal",27.6652664,85.4226844,4.7,7.0,Bhaktapur Durbar Square,1,367.1430140477269,5.0,5.0,56.34189137391834,72.85132882659244,264.5125074077155,restaurant,,5.0,0.8817999999999999,1.0,0.0,21.2,0.6601269841269841
ChIJ0esZRwAb6zkRni1Yo77l-l4,Baiga Vutoo,"Bhaktapur 44800, Nepal",27.6724496,85.429542,4.7,80.0,Bhaktapur Durbar Square,34,18.95559085057153,4.245454545454545,841.939393939394,438.5859419261901,123.13597488439758,354.7311361166761,restaurant,,5.0,0.93052,1.0,0.0,28.8,0.6810055555555555
ChIJNQ9kcK8a6zkRi8S8TJgCK6c,Everest MoMo,"12 Rammandir Rd, Bhaktapur 44800, Nepal",27.671336,85.4300794,3.8,128.0,Bhaktapur Durbar Square,34,3.5712980039612527,4.272727272727272,840.4848484848485,530.787686125319,257.27401717879474,245.8662789088096,fast_food_restaurant,,5.0,0.77208,1.0,0.0,39.8,0.5970324675324676
ChIJhxneHQAb6zkR7jaXTfLJCq0,Bhaktapur Durbar Square,"MCG6+6GG, Nagarkot Road, Bhaktapur 44800, Nepal",27.6755551,85.4113128,,,Bhaktapur Durbar Square,1,434.56872803483947,3.9,402.0,630.8548609653283,225.5586076557367,33.25311331103084,indian_restaurant,,5.0,0.98646,1.0,0.0,108.8,0.5920518518518518
ChIJI8VtVK4a6zkRBhQQPXlNvIg,Coffee in Style,"kwachhe tole 5, Bhaktapur 44800, Nepal",27.6713463,85.4300451,4.4,107.0,Bhaktapur Durbar Square,34,3.5712980039612527,4.254545454545454,841.1212121212121,530.751521107084,254.998761876682,245.74791400334567,cafe,,5.0,0.8817999999999999,1.0,0.0,47.2,0.6246038961038961
ChIJxZrVYQAF6zkR_3jmiPCJmFU,Bhintuna food cafe,"Kamalpokhari Path, Bhaktapur 44800, Nepal",27.675825,85.4381791,4.7,33.0,Bhaktapur Durbar Square,9,92.12805227691436,4.344444444444444,156.0,112.8948170487596,209.25258485337747,275.83343338111024,restaurant,,5.0,0.34276,0.8,0.2,16.6,0.5346666666666666
ChIJlR1TcgAb6zkR8VM-WgzRnQg,Bhatbhateni Food Park (Bhaktapur),"Bhaktapur, Nepal",27.6750698,85.39726800000001,2.9,109.0,Bhaktapur Durbar Square,2,185.3055291488552,4.0,331.0,64.81468513434915,416.71810195839896,67.59217085146072,food_court,,5.0,0.25532,0.6,0.4,55.2,0.6165952380952382
ChIJxzlcHPsb6zkRTqKYow__ZCs,Matina Cafe,"Taumadhi Square, Bhaktapur 44800, Nepal",27.6715049,85.4298364,3.2,103.0,Bhaktapur Durbar Square,34,18.486055681846405,4.29090909090909,841.2424242424242,521.1118558685907,231.66594030712133,256.4259690549134,cafe,,5.0,0.6641199999999999,1.0,0.0,90.2,0.5160696248196248
ChIJI9XucdEb6zkR-f06jO_HVv0,Shree Gudpak Bhandar,"Road, Bhaktapur 44800, Nepal",27.6672226,85.4256877,5.0,5.0,Bhaktapur Durbar Square,4,339.69492091616354,4.55,89.0,184.46114613962345,178.27128117391445,287.9238109189986,buffet_restaurant,,3.0,0.7531,1.0,0.0,24.33333333333333,0.4769444444444444
ChIJf5d6nYwb6zkRbw2eDHrCKes,Taleju Grand Hotel - Bhaktapur,"Darbar Square, Bhaktapur 44800, Nepal",27.6726564,85.42894989999999,4.7,22.0,Bhaktapur Durbar Square,35,42.59018484820624,4.252941176470587,853.0882352941177,451.6802551328247,95.22948030968136,223.86482118760824,hotel,,5.0,0.6643399999999999,1.0,0.0,26.0,0.6663809523809524
ChIJm_qC6AEb6zkR4db6qtgzfPI,Bambooze Corner Garden Restaurant,"Bhaktapur 44600, Nepal",27.68989,85.3741998,3.7,143.0,Bhaktapur Durbar Square,0,1120.925901040418,0.0,0.0,649.5548005557055,395.477456951943,411.7424406850397,restaurant,,5.0,0.4625999999999999,0.8,0.2,91.2,0.5728524531024531
ChIJYTnknOsb6zkRxnFiQt4CFN8,Durbar Coffee & Eatery,"MCCG+WJP, Bhaktapur 44800, Nepal",27.672341,85.4266082,4.6,26.0,Bhaktapur Durbar Square,36,74.2808434868781,4.2228571428571415,831.4285714285714,340.5294166586034,82.29120317311022,175.31142070561768,coffee_shop,,5.0,0.9134,1.0,0.0,30.8,0.5438750000000001
ChIJ-6p-wuYb6zkRi5d8PhptS0M,Durbar Thakali Grill,"M9GX+J7, Radhe Radhe Rd, Madhyapur Thimi, Nepal",27.6765194,85.3982044,3.5,384.0,Bhaktapur Durbar Square,2,185.3055291488552,3.7,193.5,206.67726077237043,370.56139749279873,48.97696435328854,korean_restaurant,PRICE_LEVEL_MODERATE,5.0,-0.12312,0.4,0.6,105.4,0.608527923267209
ChIJv_9Pr3Qb6zkRj3OehCnTFzk,Cafe Boh,"Radhe Radhe, Bhaktapur 44800, Nepal",27.6783498,85.3984108,4.5,278.0,Bhaktapur Durbar Square,2,203.8539216477781,3.2,246.5,182.31849189279885,258.563732403273,96.6399863198069,restaurant,,5.0,0.80418,1.0,0.0,79.6,0.5677108734402851
ChIJ7ysDSokb6zkRJgcO30l_m-w,HOTEL CENTRAL BHAKTAPUR,"Durbar square -2 Nearby Balakhu, Ganesh Temple, Bhaktapur 44500, Nepal",27.6727749,85.42964959999999,4.7,43.0,Bhaktapur Durbar Square,35,21.330844362016165,4.252941176470587,819.3823529411765,402.07147515486486,95.06344339852797,275.10013309150804,hotel,,5.0,0.9463,1.0,0.0,44.6,0.6139272727272728
ChIJQx0tsK8a6zkRVfsW8Wg0xBM,Sakotha Woh-Chatamari Fast Food,"MCCH+PQH Chatubrahma MahaVihar (Tadhichen Bahal), 12 Durbar Square Road, Bhaktapur 44800, Nepal",27.6719049,85.4294072,4.6,24.0,Bhaktapur Durbar Square,34,4.0389021134381045,4.248484848484848,843.6363636363636,498.0053726147274,178.7845086879066,293.4456348149784,fast_food_restaurant,,5.0,0.7938,1.0,0.0,52.2,0.7317566137566137
